#ID, TerminalFrom, TerminalTo
1741,55680,9150
{
29.32385757, -94.77767094
29.33816129, -94.77480819
29.34615109, -94.76781651
29.34921987, -94.74684649
29.32557084, -94.67103318
19.25228961, -83.06127434
15.92584198, -77.73624136
14.91344604, -73.61493148
9.82413095, -79.89254882
9.36101270, -79.91992948
9.32182613, -79.92278234
9.30497515, -79.91717602
9.24470424, -79.91925423
9.18399160, -79.85589475
9.17300259, -79.81537479
9.15524284, -79.80623298
9.12279465, -79.80330083
9.11883957, -79.77501626
9.11847445, -79.76512478
9.12281209, -79.75723422
9.12207716, -79.74805771
9.11767247, -79.73466041
9.11530894, -79.71619056
9.10896283, -79.70335669
9.10627392, -79.69187365
9.08491147, -79.67844651
9.06357902, -79.66666792
9.05041004, -79.65224267
9.03756394, -79.63977626
9.02770699, -79.62888163
9.00977843, -79.60156049
8.99795023, -79.58606268
8.96717791, -79.57243186
8.95857003, -79.56610805
8.94519989, -79.56607838
8.93312090, -79.56310884
8.85592709, -79.46571465
6.52150603, -79.31373783
3.61805651, -85.31689277
0.05869658, -98.97490091
-5.01578841, -99.81052201
-11.94244132, -149.40010089
-13.68572647, -169.01277600
-14.31815163, -170.48016863
-14.32416430, -170.70456660
-14.32382132, -170.70784627
-14.32218701, -170.70908528
-14.31930163, -170.70839814
}
1742,55680,8595
{
28.40814588, -80.58587303
28.40914652, -80.56888794
28.42080591, -80.50747742
28.42553314, -80.39018593
26.92471649, -75.28305142
23.53628737, -72.42047926
21.18091373, -69.24170317
19.90767112, -68.00572549
19.08897125, -66.78203301
19.02182298, -64.34451974
18.11627317, -63.26398395
18.02962089, -63.11648861
18.00216764, -63.04224372
18.00404167, -63.03248719
18.02934094, -62.99789859
18.16890482, -62.07972950
17.79248445, -61.08829402
16.00939933, -60.09525675
15.01739740, -60.99038584
14.75848745, -69.08574143
14.91344604, -73.61493148
9.82413095, -79.89254882
9.36101270, -79.91992948
9.32182613, -79.92278234
9.30497515, -79.91717602
9.24470424, -79.91925423
9.18399160, -79.85589475
9.17300259, -79.81537479
9.15524284, -79.80623298
9.12279465, -79.80330083
9.11883957, -79.77501626
9.11847445, -79.76512478
9.12281209, -79.75723422
9.12207716, -79.74805771
9.11767247, -79.73466041
9.11530894, -79.71619056
9.10896283, -79.70335669
9.10627392, -79.69187365
9.08491147, -79.67844651
9.06357902, -79.66666792
9.05041004, -79.65224267
9.03756394, -79.63977626
9.02770699, -79.62888163
9.00977843, -79.60156049
8.99795023, -79.58606268
8.96717791, -79.57243186
8.95857003, -79.56610805
8.94519989, -79.56607838
8.93312090, -79.56310884
8.85592709, -79.46571465
6.52150603, -79.31373783
3.61805651, -85.31689277
0.05869658, -98.97490091
-5.01578841, -99.81052201
-11.94244132, -149.40010089
-13.68572647, -169.01277600
-14.31815163, -170.48016863
-14.32416430, -170.70456660
-14.32382132, -170.70784627
-14.32218701, -170.70908528
-14.31930163, -170.70839814
}
1743,55680,12585
{
-2.56529258, -44.54179033
-2.55036089, -44.45073973
-2.31985939, -44.31180281
-1.95958272, -44.43932123
-1.42497371, -44.69115769
-0.42032432, -45.32131605
2.33793907, -48.61939982
6.05694777, -50.94051293
8.84620442, -56.21141508
13.20570753, -58.55850119
15.00904517, -59.53813847
15.01739740, -60.99038584
14.75848745, -69.08574143
14.91344604, -73.61493148
9.82413095, -79.89254882
9.36101270, -79.91992948
9.32182613, -79.92278234
9.30497515, -79.91717602
9.24470424, -79.91925423
9.18399160, -79.85589475
9.17300259, -79.81537479
9.15524284, -79.80623298
9.12279465, -79.80330083
9.11883957, -79.77501626
9.11847445, -79.76512478
9.12281209, -79.75723422
9.12207716, -79.74805771
9.11767247, -79.73466041
9.11530894, -79.71619056
9.10896283, -79.70335669
9.10627392, -79.69187365
9.08491147, -79.67844651
9.06357902, -79.66666792
9.05041004, -79.65224267
9.03756394, -79.63977626
9.02770699, -79.62888163
9.00977843, -79.60156049
8.99795023, -79.58606268
8.96717791, -79.57243186
8.95857003, -79.56610805
8.94519989, -79.56607838
8.93312090, -79.56310884
8.85592709, -79.46571465
6.52150603, -79.31373783
3.61805651, -85.31689277
0.05869658, -98.97490091
-5.01578841, -99.81052201
-11.94244132, -149.40010089
-13.68572647, -169.01277600
-14.31815163, -170.48016863
-14.32416430, -170.70456660
-14.32382132, -170.70784627
-14.32218701, -170.70908528
-14.31930163, -170.70839814
}
1744,55680,12990
{
-25.43517476, -48.70074988
-25.47488269, -48.64604555
-25.49715877, -48.45541107
-25.52492181, -48.37990806
-25.56592089, -48.34518569
-25.59562300, -48.31689123
-25.61015001, -48.24851401
-25.28731950, -46.52942641
-23.55694734, -41.07120163
-15.25116172, -33.12779570
-6.55281504, -31.64033411
-3.22636976, -32.16340292
3.65390860, -42.49197412
15.00904517, -59.53813847
15.01739740, -60.99038584
14.75848745, -69.08574143
14.91344604, -73.61493148
9.82413095, -79.89254882
9.36101270, -79.91992948
9.32182613, -79.92278234
9.30497515, -79.91717602
9.24470424, -79.91925423
9.18399160, -79.85589475
9.17300259, -79.81537479
9.15524284, -79.80623298
9.12279465, -79.80330083
9.11883957, -79.77501626
9.11847445, -79.76512478
9.12281209, -79.75723422
9.12207716, -79.74805771
9.11767247, -79.73466041
9.11530894, -79.71619056
9.10896283, -79.70335669
9.10627392, -79.69187365
9.08491147, -79.67844651
9.06357902, -79.66666792
9.05041004, -79.65224267
9.03756394, -79.63977626
9.02770699, -79.62888163
9.00977843, -79.60156049
8.99795023, -79.58606268
8.96717791, -79.57243186
8.95857003, -79.56610805
8.94519989, -79.56607838
8.93312090, -79.56310884
8.85592709, -79.46571465
6.52150603, -79.31373783
3.61805651, -85.31689277
0.05869658, -98.97490091
-5.01578841, -99.81052201
-11.94244132, -149.40010089
-13.68572647, -169.01277600
-14.31815163, -170.48016863
-14.32416430, -170.70456660
-14.32382132, -170.70784627
-14.32218701, -170.70908528
-14.31930163, -170.70839814
}
1745,55680,13120
{
-34.88543566, -56.21761735
-34.93192421, -56.22552517
-34.98874144, -56.17278473
-35.01585891, -55.90951234
-35.04426753, -54.87497711
-34.65945301, -53.78916374
-34.44775413, -53.57324659
-34.17908145, -53.29922608
-32.06647941, -51.02803290
-29.84282269, -49.16635605
-27.48486676, -48.12452119
-25.61015001, -48.24851401
-25.28731950, -46.52942641
-23.55694734, -41.07120163
-15.25116172, -33.12779570
-6.55281504, -31.64033411
-3.22636976, -32.16340292
3.65390860, -42.49197412
15.00904517, -59.53813847
15.01739740, -60.99038584
14.75848745, -69.08574143
14.91344604, -73.61493148
9.82413095, -79.89254882
9.36101270, -79.91992948
9.32182613, -79.92278234
9.30497515, -79.91717602
9.24470424, -79.91925423
9.18399160, -79.85589475
9.17300259, -79.81537479
9.15524284, -79.80623298
9.12279465, -79.80330083
9.11883957, -79.77501626
9.11847445, -79.76512478
9.12281209, -79.75723422
9.12207716, -79.74805771
9.11767247, -79.73466041
9.11530894, -79.71619056
9.10896283, -79.70335669
9.10627392, -79.69187365
9.08491147, -79.67844651
9.06357902, -79.66666792
9.05041004, -79.65224267
9.03756394, -79.63977626
9.02770699, -79.62888163
9.00977843, -79.60156049
8.99795023, -79.58606268
8.96717791, -79.57243186
8.95857003, -79.56610805
8.94519989, -79.56607838
8.93312090, -79.56310884
8.85592709, -79.46571465
6.52150603, -79.31373783
3.61805651, -85.31689277
0.05869658, -98.97490091
-5.01578841, -99.81052201
-11.94244132, -149.40010089
-13.68572647, -169.01277600
-14.31815163, -170.48016863
-14.32416430, -170.70456660
-14.32382132, -170.70784627
-14.32218701, -170.70908528
-14.31930163, -170.70839814
}
402,18150,19760
{
49.29361149, -123.11066204
49.30151512, -123.10867520
49.31636500, -123.14135925
49.28803836, -123.30125395
49.22867370, -123.65851899
49.43297873, -124.36665570
49.86914582, -124.98628203
